Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Unnamed: 11,Unnamed: 12,Cleaned_Description
402,Food Junction Grand Pakuwon,"Food Junction Grand Pakuwon sebetulnya merupakan suatu pujasera dengan konsep yang sedikit berbeda dengan tempat lainnya. Tempatnya yang terletak di area Tandes, Surabaya Barat (strategis dengan suasana romantis dan unik) dimana jika dari arah pusat kota hanya membutuhkan waktu 20 menit untuk sampai ke lokasi. Sehingga tidak heran apabila banyak warga Surabaya yang menghabiskan waktu sore hari ditempat ini.",Pusat Perbelanjaan,Surabaya,0,4.5,120.0,"{'lat': -7.251022000000003, 'lng': 112.6620053}",-7.251022,112.6620053,,402.0,food junction grand pakuwon sebetulnya merupakan suatu pujasera konsep sedikit berbeda tempat lainnya tempatnya terletak area tandes surabaya barat strategis suasana romantis unik dimana jika arah pusat hanya membutuhkan waktu 20 menit sampai lokasi sehingga tidak heran apabila banyak warga surabaya menghabiskan waktu sore hari ditempat
403,Taman Barunawati,"Taman Barunawati yang lokasinya berada di kota Surabaya bagian utara. Taman yang satu ini bisa menjadi referensi untuk dikunjungi karena cukup recommended terutama bagi warga Surabaya atau bahkan warga luar Surabaya. Layaknya taman pada umumnya, memanglah menjadi tempat berlibur yang paling murah namun ada manfaat tersendiri yang bisa dirasakan oleh pengunjung seperti pikiran jadi tenang. Selain itu kita juga bisa mengajak anak atau anggota keluarga yang masih kecil untuk sekedar bermain di playground yang ada di dalam Taman Barunawati. Taman yang diresmikan pada 9 Oktober 2019 itu sekarang kondisinya nampak indah dan asri sehingga dapat mengalihkan perhatian bagi siapa saja yang melewati jalan Perak Barat Surabaya. Berkunjung ke taman ini pun kita tidak perlu merogoh kocek sepeser pun, namun pengunjung masih dapat menikmati pemandangan dan semua fasilitas yang ada di dalamnya.",Taman Hiburan,Surabaya,0,4.2,30.0,"{'lat': -7.222055899999998, 'lng': 112.7319967}",-7.2220559,112.7319967,,403.0,taman barunawati lokasinya berada surabaya bagian utara taman satu bisa menjadi referensi dikunjungi karena cukup recommended terutama bagi warga surabaya atau bahkan warga luar surabaya layaknya taman pada umumnya memanglah menjadi tempat berlibur paling murah namun ada manfaat tersendiri bisa dirasakan oleh pengunjung seperti pikiran jadi tenang selain kita juga bisa mengajak anak atau anggota keluarga masih kecil sekedar bermain playground ada dalam taman barunawati taman diresmikan pada 9 oktober 2019 sekarang kondisinya nampak indah asri sehingga dapat mengalihkan perhatian bagi siapa saja melewati jalan perak barat surabaya berkunjung taman pun kita tidak perlu merogoh kocek sepeser pun namun pengunjung masih dapat menikmati pemandangan semua fasilitas ada dalamnya
404,Kenjeran Park,"Kenjeran Park merupakan salah satu tempat wisata kekinian di Surabaya. Tempat wisata ini berlokasi tepat di Jalan Sukolilo, Desa Sukolilo Baru, Kecamatan Bulak, Surabaya, Jawa Timur. Dulunya, Kenjeran Park merupakan tempat yang kumuh dan kurang terawat. Tetapi, tempat ini kembali terawat hingga bertransformasi menjadi destinasi wisata modern dan kekinian di tengah Kota Surabaya. Kenjeran Park terdiri dari beberapa kawasan wisata yang bisa pengunjung pilih. Bagi yang membawa anak-anak dan suka berenang, pengunjung bisa mengunjungi Atlantis Land Kenjeran. Lalu, pengunjung juga bisa menyambangi beberapa tempat yang ikonik dari Kenjeran Park. Salah satunya adalah Pagoda Tian Ti. Pagoda Tian Ti ini punya desain yang terinspirasi dari Pagoda Tian Tan di Beijing, China. Namun, Pagoda Tian Ti terdiri dari tiga lantai dengan diameter 60 meter dan tinggi 58 meter. Tempat ikonik lainnya adalah Patung Buddha 4 Wajah. Patung Buddha memiliki ketinggian 36 meter. Tempat menarik lainnya yang bisa pengunjung sambangi adalah Klenteng Sanggar Agung. Di klenteng ini, pengunjung bisa melihat patung Dewi Kwan Im dan sepasang naga merah keemasan yang langsung menghadap ke pantai.",Taman Hiburan,Surabaya,35000,4.2,120.0,"{'lat': -7.252296400000001, 'lng': 112.7966952}",-7.2522964,112.7966952,,404.0,kenjeran park merupakan salah satu tempat wisata kekinian surabaya tempat wisata berlokasi tepat jalan sukolilo desa sukolilo baru kecamatan bulak surabaya jawa timur dulunya kenjeran park merupakan tempat kumuh kurang terawat tetapi tempat kembali terawat hingga bertransformasi menjadi destinasi wisata modern kekinian tengah surabaya kenjeran park terdiri beberapa kawasan wisata bisa pengunjung pilih bagi membawa anakanak suka berenang pengunjung bisa mengunjungi atlantis land kenjeran lalu pengunjung juga bisa menyambangi beberapa tempat ikonik kenjeran park salah satunya pagoda tian ti pagoda tian ti punya desain terinspirasi pagoda tian tan beijing china namun pagoda tian ti terdiri tiga lantai diameter 60 meter tinggi 58 meter tempat ikonik lainnya patung buddha 4 wajah patung buddha memiliki ketinggian 36 meter tempat menarik lainnya bisa pengunjung sambangi klenteng sanggar agung klenteng pengunjung bisa melihat patung dewi kwan im sepasang naga merah keemasan langsung menghadap pantai
405,Surabaya North Quay,"Surabaya menjadi kota besar yang sering menjadi tempat tujuan wisata. Berbagai tempat belanja dari tradisional hingga modern ada di Ibukota Jawa Timur ini. Namun, apakah tidak bosan wisata belanja saja di Surabaya? Jika bosan, datanglah ke Surabaya North Quay, objek wisata baru di Surabaya. Surabaya North Quay sebenarnya adalah terminal bagi kapal pesiar mewah yang bersandar. Namun, tempat ini sengaja dibenahi supaya dapat menjadi tempat wisata bagi warga Surabaya dan sekitarnya. Bahkan, tak sedikit yang berasal dari luar daerah yang penasaran ingin menikmati pemandangan menakjubkan. Lautan lepas dengan kapal pesiar mewah yang bersandar di terminal ini, menjadi daya tarik utamanya.",Taman Hiburan,Surabaya,50000,4.4,,"{'lat': -7.1968193, 'lng': 112.7324578}",-7.1968193,112.7324578,,405.0,surabaya menjadi besar sering menjadi tempat tujuan wisata berbagai tempat belanja tradisional hingga modern ada ibukota jawa timur namun apakah tidak bosan wisata belanja saja surabaya jika bosan datanglah surabaya north quay objek wisata baru surabaya surabaya north quay sebenarnya terminal bagi kapal pesiar mewah bersandar namun tempat sengaja dibenahi supaya dapat menjadi tempat wisata bagi warga surabaya sekitarnya bahkan tak sedikit berasal luar daerah penasaran ingin menikmati pemandangan menakjubkan lautan lepas kapal pesiar mewah bersandar terminal menjadi daya tarik utamanya
406,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,0,4.4,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021,,406.0,meskipun namanya kebun bibit namun kawasan rasanya lebih cocok disebut taman kawasan kebun bibit wonorejo terbagi menjadi 2 bagian yaitu taman aktif taman pasif total keduanya mempunyai luas sebesar 59 hektare cuaca panas bikin gerah memang paling enak didinginkan berkunjung tempat adem selain mall taman surabaya seperti kebun bibit wonorejo juga pilihan tepat pengunjung akan dimanjakan udara sejuk hal karena banyaknya pepohonan menjulang tinggi
407,Taman Ekspresi Dan Perpustakaan,"Taman Ekspresi Surabaya tidak hanya menyuguhkan taman yang rindang dan asri. Taman di Jalan Gentengkali ini juga punya fasilitas penunjang berupa perpustakaan di sisi barat. Perpustakaan yang dikelola Dinas Perpustakaan dan Kearsipan Kota Surabaya tersebut memiliki 3.412 koleksi buku. Buku-buku yang ada di perpustakaan sangat lengkap dan baru, dari cetakan 2009 sampai terbaru 2019. Mulai buku bahasa, filsafat, psikologi, agama, matematika, ilmu alam, ilmu sosial, keluarga, teknologi, seni, sastra, geografis, sejarah, hingga bacaan untuk anak-anak.",Taman Hiburan,Surabaya,0,4.5,45.0,"{'lat': -7.2573072, 'lng': 112.7437199}",-7.2573072,112.7437199,,407.0,taman ekspresi surabaya tidak hanya menyuguhkan taman rindang asri taman jalan gentengkali juga punya fasilitas penunjang berupa perpustakaan sisi barat perpustakaan dikelola dinas perpustakaan kearsipan surabaya tersebut memiliki 3412 koleksi buku bukubuku ada perpustakaan sangat lengkap baru cetakan 2009 sampai terbaru 2019 mulai buku bahasa filsafat psikologi agama matematika ilmu alam ilmu sosial keluarga teknologi seni sastra geografis sejarah hingga bacaan anakanak
408,Kebun Binatang Surabaya,"Kebun Binatang Surabaya (KBS) (Dialek Arekan: Kebon Binatang Suroboyo) adalah salah satu kebun binatang yang populer di Indonesia dan terletak di Surabaya. KBS merupakan kebun binatang yang pernah terlengkap se-Asia Tenggara, di dalamnya terdapat lebih dari 981 spesies satwa yang berbeda yang terdiri lebih dari 2.806 binatang. Termasuk di dalamnya satwa langka Indonesia maupun dunia terdiri dari Mamalia, Aves, Reptilia, dan Pisces.",Cagar Alam,Surabaya,15000,4.3,180.0,"{'lat': -7.295954599999999, 'lng': 112.7366094}",-7.2959546,112.7366094,,408.0,kebun binatang surabaya kbs dialek arekan kebon binatang suroboyo salah satu kebun binatang populer indonesia terletak surabaya kbs merupakan kebun binatang pernah terlengkap seasia tenggara dalamnya terdapat lebih 981 spesies satwa berbeda terdiri lebih 2806 binatang termasuk dalamnya satwa langka indonesia maupun dunia terdiri mamalia aves reptilia pisces
409,Rumah Batik,"Di rumah batik ini terdapat sekitar 2000 lembar batik yang memiliki ragam corak yang beraneka macam. Aneka batik tersebut terbuat dari berbagai macam jenis bahan yaitu seperti prima, primis, santio, sutra, prishmina dan sarimpit. Tidak hanya kain batik saja yang dapat anda temukan di rumah batik ini melainkan juga ada sarung batik, baju batik, celana batik, rok batik, selendang batik, dan lain sebagainya. Untuk anda yang ingin segera mengunjungi rumah batik di Surabaya ini maka berikut informasi alamat dari rumah batik itu sendiri. Jadi rumah batik tersebut pada mulanya terletak di jalan tambak, dukuh 1, no.4, rt.01, rw.09, kelurahan kapasari, kecamatan genteng, Surabaya. Di tempat ini anda akan melihat berbagai macam batik yang di pajang yaitu mulai dari batik Surabaya, bangkalan, sidoarjo, sumenep, mojokerto, ponorogo, tuban, jombang, dan bojonegoro. Karena koleksi yang di miliki di rumah batik Surabaya ini sangat beragam tentu saja membuat banyak pengunjung yang ingin datang ke lokasi ini. Setelah itu rumah batik ini di pindah di lokasi jalan margorejo, no. 143, Surabaya.",Budaya,Surabaya,0,4.5,15.0,"{'lat': -7.278735999999999, 'lng': 112.718453}",-7.278736,112.718453,,409.0,rumah batik terdapat sekitar 2000 lembar batik memiliki ragam corak beraneka macam aneka batik tersebut terbuat berbagai macam jenis bahan yaitu seperti prima primis santio sutra prishmina sarimpit tidak hanya kain batik saja dapat anda temukan rumah batik melainkan juga ada sarung batik baju batik celana batik rok batik selendang batik lain sebagainya anda ingin segera mengunjungi rumah batik surabaya maka berikut informasi alamat rumah batik sendiri jadi rumah batik tersebut pada mulanya terletak jalan tambak dukuh 1 no4 rt01 rw09 kelurahan kapasari kecamatan genteng surabaya tempat anda akan melihat berbagai macam batik pajang yaitu mulai batik surabaya bangkalan sidoarjo sumenep mojokerto ponorogo tuban jombang bojonegoro karena koleksi miliki rumah batik surabaya sangat beragam tentu saja membuat banyak pengunjung ingin datang lokasi setelah rumah batik pindah lokasi jalan margorejo no 143 surabaya
410,Ciputra Waterpark,"Ciputra Waterpark Surabaya – Bermain air di waterpark memang bisa menjadi alternatif rekreasi kaum urban di berbagai kota besar. Tidak hanya Jakarta, Surabaya sebagai salah satu kota metropolis di Indonesia juga sudah mulai bergeliat membangun tempat rekreasi keluarga. Salah satunya waterpark yang bisa menjadi tujuan wisata keluarga adalah Ciputra Waterpark Surabaya. Berlokasi di Waterpark Boulevard, Citraland “The Singapore of Surabaya”, Surabaya, waterpark yang berdiri di areal seluas 5 hektar menawarkan beragam aktivitas dan atraksi menarik. Tidak salah jika waterpark yang satu ini mengklaim sebagai water attraction terbesar Indonesia.",Taman Hiburan,Surabaya,95000,4.3,90.0,"{'lat': -7.2861707, 'lng': 112.6333338}",-7.2861707,112.6333338,,410.0,ciputra waterpark surabaya bermain air waterpark memang bisa menjadi alternatif rekreasi kaum urban berbagai besar tidak hanya jakarta surabaya salah satu metropolis indonesia juga sudah mulai bergeliat membangun tempat rekreasi keluarga salah satunya waterpark bisa menjadi tujuan wisata keluarga ciputra waterpark surabaya berlokasi waterpark boulevard citraland the singapore of surabaya surabaya waterpark berdiri areal seluas 5 hektar menawarkan beragam aktivitas atraksi menarik tidak salah jika waterpark satu mengklaim water attraction terbesar indonesia
411,Masjid Muhammad Cheng Hoo,"Masjid Cheng Hoo Surabaya adalah Masjid bernuansa Muslim Tionghoa yang berlokasi di Jalan Gading, Ketabang, Genteng, Surabaya atau 1.000 m utara Gedung Balaikota Surabaya. Masjid ini didirikan atas prakarsa para sespuh, penasehat, pengurus PITI, dan pengurus Yayasan Haji Muhammad Cheng Ho Indonesia Jawa Timur serta tokoh masyarakat Tionghoa di Surabaya. Pembangunan masjid ini diawali dengan peletakkan batu pertama 15 Oktober 2001 bertepatan dengan Isra' Mi'raj Nabi Muhammad SAW. Sedangkan pembangunannya baru dilaksanakan 10 Maret 2002 dan baru diresmikan pada 13 Oktober 2002. Masjid Cheng Ho, atau juga dikenal dengan nama Masjid Muhammad Cheng Ho Surabaya, ialah bangunan masjid yang menyerupai kelenteng (rumah ibadah umat Tri Dharma). Gedung ini terletak di areal komplek gedung serba guna PITI (Pembina Imam Tauhid Islam) Jawa Timur Jalan Gading No.2 (Belakang Taman Makam Pahlawan Kusuma Bangsa), Surabaya. Masjid ini didominasi warna merah, hijau, dan kuning. Ornamennya kental nuansa Tiongkok lama. Pintu masuknya menyerupai bentuk pagoda, terdapat juga relief naga dan patung singa dari lilin dengan lafaz Allah dalam huruf Arab di puncak pagoda. Di sisi kiri bangunan terdapat sebuah beduk sebagai pelengkap bangunan masjid.Selain Surabaya di Palembang juga telah ada masjid serupa dengan nama Masjid Cheng Ho Palembang atau Masjid Al Islam Muhammad Cheng Hoo Sriwijaya Palembang. Nama masjid ini merupakan bentuk penghormatan pada Cheng Ho, Laksamana asal Cina yang beragama Islam. Dalam perjalanannya di kawasan Asia Tenggara, Cheng Ho bukan hanya berdagang dan menjalin persahabatan, juga menyebarkan agama Islam.",Tempat Ibadah,Surabaya,0,4.7,,"{'lat': -7.252275399999999, 'lng': 112.7468796}",-7.2522754,112.7468796,,411.0,masjid cheng hoo surabaya masjid bernuansa muslim tionghoa berlokasi jalan gading ketabang genteng surabaya atau 1000 m utara gedung balaikota surabaya masjid didirikan atas prakarsa para sespuh penasehat pengurus piti pengurus yayasan haji muhammad cheng ho indonesia jawa timur serta tokoh masyarakat tionghoa surabaya pembangunan masjid diawali peletakkan batu pertama 15 oktober 2001 bertepatan isra miraj nabi muhammad saw sedangkan pembangunannya baru dilaksanakan 10 maret 2002 baru diresmikan pada 13 oktober 2002 masjid cheng ho atau juga dikenal nama masjid muhammad cheng ho surabaya ialah bangunan masjid menyerupai kelenteng rumah ibadah umat tri dharma gedung terletak areal komplek gedung serba guna piti pembina imam tauhid islam jawa timur jalan gading no2 belakang taman makam pahlawan kusuma bangsa surabaya masjid didominasi warna merah hijau kuning ornamennya kental nuansa tiongkok lama pintu masuknya menyerupai bentuk pagoda terdapat juga relief naga patung singa lilin lafaz allah dalam huruf arab puncak pagoda sisi kiri bangunan terdapat beduk pelengkap bangunan masjidselain surabaya palembang juga telah ada masjid serupa nama masjid cheng ho palembang atau masjid al islam muhammad cheng hoo sriwijaya palembang nama masjid merupakan bentuk penghormatan pada cheng ho laksamana asal cina beragama islam dalam perjalanannya kawasan asia tenggara cheng ho bukan hanya berdagang menjalin persahabatan juga menyebarkan agama islam
412,Masjid Nasional Al-Akbar,"Masjid Nasional Al Akbar (atau biasa disebut Masjid Agung Surabaya) ialah masjid terbesar kedua di Indonesia yang berlokasi di Kota Surabaya, Jawa Timur setelah Masjid Istiqlal di Jakarta. Posisi masjid ini berada di wilayah Kelurahan Pagesangan, Kecamatan Jambangan, Surabaya dan tepat di samping Jalan Tol Surabaya-Gempol. Ciri yang mudah dilihat adalah kubahnya yang besar didampingi 4 kubah kecil yang berwarna biru. Serta memiliki satu menara yang tingginya 99 meter. Masjid Nasional Al-Akbar Surabaya dibangun sejak tanggal 4 Agustus 1995, atas gagasan Wali Kota Surabaya saat itu, H. Soenarto Soemoprawiro. Pembangunan Masjid ini ditandai dengan peletakan batu pertama oleh Wakil Presiden RI Try Sutrisno. Namun karena krisis moneter pembangunannya dihentikan sementara waktu. Tahun 1999, masjid ini dibangun lagi dan selesai tahun 2001. Pada 10 November 2000, Masjid ini diresmikan oleh Presiden RI KH. Abdurrahman Wahid.",Tempat Ibadah,Surabaya,0,4.9,,"{'lat': -7.336614099999998, 'lng': 112.7151806}",-7.3366141,112.7151806,,412.0,masjid nasional al akbar atau biasa disebut masjid agung surabaya ialah masjid terbesar kedua indonesia berlokasi surabaya jawa timur setelah masjid istiqlal jakarta posisi masjid berada wilayah kelurahan pagesangan kecamatan jambangan surabaya tepat samping jalan tol surabayagempol ciri mudah dilihat kubahnya besar didampingi 4 kubah kecil berwarna biru serta memiliki satu menara tingginya 99 meter masjid nasional alakbar surabaya dibangun sejak tanggal 4 agustus 1995 atas gagasan wali surabaya saat h soenarto soemoprawiro pembangunan masjid ditandai peletakan batu pertama oleh wakil presiden ri try sutrisno namun karena krisis moneter pembangunannya dihentikan sementara waktu tahun 1999 masjid dibangun lagi selesai tahun 2001 pada 10 november 2000 masjid diresmikan oleh presiden ri kh abdurrahman wahid
413,Museum TNI AL Loka Jala Crana,"Museum Loka Jala Crana berdiri pada tanggal 19 September 1969 oleh Ibu R. Mulyadi, isteri panglima Angkatan Laut Laksamana R. Moeljadi, dengan nama Museum Akabri Laut. Pada tahun 1973, tepatnya pada tanggal 10 Juli 1973, statusnya ditingkatkan menjadi Museum TNI Angkatan Laut. Selanjutnya tanggal 6 Oktober 1979 namanya berubah kembali menjadi Museum TNI Angkatan Laut Loka Jala Crana. Loka jala Crana berarti tempat untuk menyimpan, mengabadikan dan menyajikan peralatan atau sarana yang dipergunakan oleh TNI Angkatan Laut. Di dalam museum ini terdapat beberapa koleksi peralatan pertempuran Angkatan Laut, disamping itu juga satu koleksi berupa planetarium dan astronavigasi. Museum ini menyuguhkan dan menyelamatkan objek benda-benda bersejarah yang pernah dimiliki serta dipakai oleh prajurit-prajurit TNI Angkatan Laut sejak dari zaman revolusi fisik hingga saat ini, di antaranya berupa berbagai jenis meriam kapal perang, pesawat, helikopter, artileri medan, replica KRI Dewaruci. Ada juga benda bersejarah lain seperti meriam kapal ""HRMS De Zeven Provencien“.",Budaya,Surabaya,2000,4.5,,"{'lat': -7.227185, 'lng': 112.718997}",-7.227185,112.718997,,413.0,museum loka jala crana berdiri pada tanggal 19 september 1969 oleh ibu r mulyadi isteri panglima angkatan laut laksamana r moeljadi nama museum akabri laut pada tahun 1973 tepatnya pada tanggal 10 juli 1973 statusnya ditingkatkan menjadi museum tni angkatan laut selanjutnya tanggal 6 oktober 1979 namanya berubah kembali menjadi museum tni angkatan laut loka jala crana loka jala crana berarti tempat menyimpan mengabadikan menyajikan peralatan atau sarana dipergunakan oleh tni angkatan laut dalam museum terdapat beberapa koleksi peralatan pertempuran angkatan laut disamping juga satu koleksi berupa planetarium astronavigasi museum menyuguhkan menyelamatkan objek bendabenda bersejarah pernah dimiliki serta dipakai oleh prajuritprajurit tni angkatan laut sejak zaman revolusi fisik hingga saat antaranya berupa berbagai jenis meriam kapal perang pesawat helikopter artileri medan replica kri dewaruci ada juga benda bersejarah lain seperti meriam kapal hrms de zeven provencien
414,Jembatan Merah,"Jembatan Merah merupakan salah satu monumen sejarah di Surabaya, Jawa Timur yang dibiarkan seperti adanya: sebagai jembatan. Jembatan yang menjadi salah satu judul lagu ciptaan Gesang ini, semasa zaman VOC dahulu dinilai penting karena menjadi sarana perhubungan paling vital melewati Kalimas menuju Gedung Karesidenan Surabaya, yang sudah tidak berbekas lagi.\nKawasan Jembatan Merah merupakan daerah perniagaan yang mulai berkembang sebagai akibat dari Perjanjian Paku Buwono II dari Mataram dengan VOC pada 11 November 1743. Dalam perjanjian itu sebagian daerah pantai utara, termasuk Surabaya, diserahkan penguasaannya kepada VOC. Sejak saat itulah Surabaya berada sepenuhnya dalam kekuasaan Belanda. Kini, posisinya sebagai pusat perniagaan terus berlangsung. Di sekitar jembatan terdapat indikator-indikator ekonomi, termasuk salah satunya Plaza Jembatan Merah.\nPerubahan fisiknya terjadi sekitar tahun 1890-an, ketika pagar pembatasnya dengan sungai diubah dari kayu menjadi besi. Kini kondisi jembatan yang menghubungkan Jalan Rajawali dan Jalan Kembang Jepun di sisi utara Surabaya itu, hampir sama persis dengan jembatan lainnya. Pembedanya hanyalah warna merah.",Budaya,Surabaya,0,4.5,30.0,"{'lat': -7.2367447, 'lng': 112.7383009}",-7.2367447,112.7383009,,414.0,jembatan merah merupakan salah satu monumen sejarah surabaya jawa timur dibiarkan seperti adanya jembatan jembatan menjadi salah satu judul lagu ciptaan gesang semasa zaman voc dahulu dinilai penting karena menjadi sarana perhubungan paling vital melewati kalimas menuju gedung karesidenan surabaya sudah tidak berbekas laginkawasan jembatan merah merupakan daerah perniagaan mulai berkembang akibat perjanjian paku buwono ii mataram voc pada 11 november 1743 dalam perjanjian sebagian daerah pantai utara termasuk surabaya diserahkan penguasaannya kepada voc sejak saat itulah surabaya berada sepenuhnya dalam kekuasaan belanda kini posisinya pusat perniagaan terus berlangsung sekitar jembatan terdapat indikatorindikator ekonomi termasuk salah satunya plaza jembatan merahnperubahan fisiknya terjadi sekitar tahun 1890an ketika pagar pembatasnya sungai diubah kayu menjadi besi kini kondisi jembatan menghubungkan jalan rajawali jalan kembang jepun sisi utara surabaya hampir sama persis jembatan lainnya pembedanya hanyalah warna merah
415,Museum De Javasche Bank,"Museum Bank Indonesia (Bahasa Indonesia: Museum Bank Indonesia) adalah museum bank yang terletak di Surabaya, Indonesia. Secara resmi didirikan oleh Bank Indonesia dan dibuka pada 27 Januari 2012 setelah direstorasi. Museum ini menempati gedung yang dulunya bernama De Javasche Bank, bank sentral Hindia Belanda. Setelah Kemerdekaan Indonesia gedung ini terus berfungsi sebagai kantor cabang Bank Indonesia di Surabaya hingga tahun 1973. Museum tutup pada hari Senin dan hari libur nasional. Tidak ada biaya masuk.",Budaya,Surabaya,5000,4.6,60.0,"{'lat': -7.2353939, 'lng': 112.7367646}",-7.2353939,112.7367646,,415.0,museum bank indonesia bahasa indonesia museum bank indonesia museum bank terletak surabaya indonesia secara resmi didirikan oleh bank indonesia dibuka pada 27 januari 2012 setelah direstorasi museum menempati gedung dulunya bernama de javasche bank bank sentral hindia belanda setelah kemerdekaan indonesia gedung terus berfungsi kantor cabang bank indonesia surabaya hingga tahun 1973 museum tutup pada hari senin hari libur nasional tidak ada biaya masuk
416,Keraton Surabaya,"Kawasan yang berjuluk Kampung Keraton ini terdiri dari empat gang. Gang ini rata-rata berukuran sempit, lebarnya 2 hingga 3 meter. Saking sempitnya, pengendara sepeda motor terkadang turun dari kendaraan dan harus berjalan kaki. Sementara, panjang jalan sekitar 200 meter. Memang, tak banyak sisa peninggalan Keraton Surabaya ini. Yang tampak kini adalah sisa bangunan peninggalan kolonial Belanda. Kampung Keraton saat ini merupakan salah satu kawasan perdagangan yang sangat ramai di Surabaya, utamanya di Jalan Kramat Gantung. Segala macam kebutuhan rumah tangga dijual di jalan ini.",Budaya,Surabaya,0,4.4,,"{'lat': -7.256755299999998, 'lng': 112.7942203}",-7.2567553,112.7942203,,416.0,kawasan berjuluk kampung keraton terdiri empat gang gang ratarata berukuran sempit lebarnya 2 hingga 3 meter saking sempitnya pengendara sepeda motor terkadang turun kendaraan harus berjalan kaki sementara panjang jalan sekitar 200 meter memang tak banyak sisa peninggalan keraton surabaya tampak kini sisa bangunan peninggalan kolonial belanda kampung keraton saat merupakan salah satu kawasan perdagangan sangat ramai surabaya utamanya jalan kramat gantung segala macam kebutuhan rumah tangga dijual jalan
417,Klenteng Sanggar Agung,"Kelenteng Sanggar Agung atau Klenteng Hong San Tang adalah sebuah klenteng di Kota Surabaya. Alamatnya berada di Jalan Sukolilo Nomor 100, Pantai Ria Kenjeran, Surabaya. Kuil ini, selain menjadi tempat ibadah bagi pemeluk Tridharma, juga menjadi tempat tujuan wisata bagi para wisatawan. Klenteng ini dibuka pada tahun 1999.\nCiri khas dari klenteng ini adalah sebuah patung Kwan Im setinggi 20 meter yang terletak di tepi laut. Klenteng ini dipersembahkan kepada Nan Hai Guan Shi Yin Pu Sa atau Bodhisatwa Kwan Im Laut Selatan. Patung ini dibangun setelah seorang karyawan Sanggar Agung melihat sesosok wanita berjubah putih berjalan di atas air pada saat ia sedang menutup Klenteng di malam hari. Penampakan tersebut dipercaya sebagai penampakan Kwan Im sendiri. Ikon lain dari Sanggar Agung adalah patung Phra Phrom raksasa berlapis emas.",Budaya,Surabaya,10000,4.5,,"{'lat': -7.246944, 'lng': 112.802222}",-7.246944,112.802222,,417.0,kelenteng sanggar agung atau klenteng hong san tang klenteng surabaya alamatnya berada jalan sukolilo nomor 100 pantai ria kenjeran surabaya kuil selain menjadi tempat ibadah bagi pemeluk tridharma juga menjadi tempat tujuan wisata bagi para wisatawan klenteng dibuka pada tahun 1999nciri khas klenteng patung kwan im setinggi 20 meter terletak tepi laut klenteng dipersembahkan kepada nan hai guan shi yin pu sa atau bodhisatwa kwan im laut selatan patung dibangun setelah seorang karyawan sanggar agung melihat sesosok wanita berjubah putih berjalan atas air pada saat ia sedang menutup klenteng malam hari penampakan tersebut dipercaya penampakan kwan im sendiri ikon lain sanggar agung patung phra phrom raksasa berlapis emas
418,Museum Sepuluh Nopember Kota Surabaya,"Museum Sepuluh November Surabaya adalah salah satu museum yang terletak di Kota Surabaya, dibangun pada tahun 1945. Museum ini dibangun dengan tujuan untuk mempelajari dan memperdalam peristiwa Pertempuran Sepuluh November 1945, Museum Sepuluh November beralamat di Jalan Pahlawan, Surabaya.",Budaya,Surabaya,5000,4.7,,"{'lat': -7.245436900000001, 'lng': 112.7378985}",-7.2454369,112.7378985,,418.0,museum sepuluh november surabaya salah satu museum terletak surabaya dibangun pada tahun 1945 museum dibangun tujuan mempelajari memperdalam peristiwa pertempuran sepuluh november 1945 museum sepuluh november beralamat jalan pahlawan surabaya
